N-mer Name,Non-Additive MB Energy (kJ/mol),Num. Rep. (#), N-mer Contribution (kJ/mol),Partial Crys. Lattice Ener. (kJ/mol),Calculation Priority (Arb. Units),Avg COM Separation (A),Avg Monomer Separation (A),Minimum Monomer Separations (A)
2mer-0+840,-0.06348373,1,-0.03174187,-76.53309655,1.717310e-05,21.5210,20.5110,20.511
2mer-0+951,0.04356806,1,0.02178403,-76.51131252,1.708599e-05,22.1240,20.5460,20.546
2mer-0+726,0.08098294,1,0.04049147,-76.47082105,1.707611e-05,22.2480,20.5500,20.550
2mer-0+841,-0.13892727,2,-0.13892727,-76.60974832,1.705824e-05,23.3870,20.5570,20.557
2mer-0+659,-0.02031819,2,-0.02031819,-76.63006652,1.704005e-05,22.5920,20.5640,20.564
2mer-0+839,-0.03965388,2,-0.03965388,-76.66972039,1.703410e-05,22.5890,20.5670,20.567
2mer-0+697,0.07240482,2,0.07240482,-76.59731558,1.694441e-05,22.8480,20.6030,20.603
2mer-0+1132,0.05351750,2,0.05351750,-76.54379808,1.684338e-05,23.2820,20.6440,20.644
2mer-0+714,0.06736930,2,0.06736930,-76.47642877,1.675212e-05,21.4810,20.6810,20.681
2mer-0+604,0.00432634,2,0.00432634,-76.47210243,1.674186e-05,22.1110,20.6860,20.686
2mer-0+693,0.02752367,1,0.01376184,-76.45834060,1.672658e-05,22.0640,20.6920,20.692
2mer-0+695,0.07442802,2,0.07442802,-76.38391258,1.670606e-05,21.6250,20.7000,20.700
2mer-0+830,-0.13837291,2,-0.13837291,-76.52228549,1.669687e-05,23.4590,20.7040,20.704
2mer-0+672,0.00201618,2,0.00201618,-76.52026931,1.668641e-05,22.3920,20.7080,20.708
2mer-0+705,0.08152880,2,0.08152880,-76.43874051,1.667767e-05,23.3960,20.7120,20.712
2mer-0+703,0.08251541,2,0.08251541,-76.35622510,1.658680e-05,22.3920,20.7500,20.750
2mer-0+979,0.07298818,2,0.07298818,-76.28323692,1.656898e-05,22.5330,20.7570,20.757
2mer-0+895,0.13734093,1,0.06867047,-76.21456646,1.656058e-05,22.7880,20.7610,20.761
2mer-0+884,-0.13517793,2,-0.13517793,-76.34974439,1.646157e-05,23.4570,20.8020,20.802
2mer-0+1175,-0.04243109,1,-0.02121555,-76.37095994,1.644886e-05,23.5890,20.8080,20.808
2mer-0+821,0.08066573,1,0.04033287,-76.33062707,1.644520e-05,23.8840,20.8090,20.809
2mer-0+1064,0.09910857,1,0.04955428,-76.28107279,1.642664e-05,24.0230,20.8170,20.817
2mer-0+846,0.06168272,1,0.03084136,-76.25023143,1.641348e-05,22.4770,20.8230,20.823
2mer-0+1053,-0.00738046,2,-0.00738046,-76.25761189,1.640530e-05,22.7490,20.8260,20.826
2mer-0+752,0.08157951,2,0.08157951,-76.17603237,1.635474e-05,22.7780,20.8470,20.847
2mer-0+827,-0.08616528,2,-0.08616528,-76.26219765,1.631962e-05,22.2440,20.8620,20.862
2mer-0+671,0.10016572,2,0.10016572,-76.16203193,1.628678e-05,23.9980,20.8760,20.876
2mer-0+606,-0.07219699,1,-0.03609849,-76.19813042,1.625267e-05,23.5400,20.8910,20.891
2mer-0+784,-0.01948355,2,-0.01948355,-76.21761397,1.625243e-05,22.8120,20.8910,20.891
2mer-0+885,0.01853844,1,0.00926922,-76.20834475,1.621751e-05,23.1800,20.9060,20.906
2mer-0+918,0.10286956,2,0.10286956,-76.10547519,1.620240e-05,24.0290,20.9130,20.913
2mer-0+868,0.09018888,1,0.04509444,-76.06038075,1.618524e-05,24.0920,20.9200,20.920
2mer-0+882,-0.12881878,2,-0.12881878,-76.18919953,1.615285e-05,23.6870,20.9340,20.934
2mer-0+682,-0.05894499,1,-0.02947250,-76.21867202,1.613866e-05,22.3610,20.9400,20.940
2mer-0+1173,0.05794910,2,0.05794910,-76.16072292,1.609518e-05,23.4170,20.9590,20.959
2mer-0+906,0.00346009,2,0.00346009,-76.15726283,1.605596e-05,22.5600,20.9760,20.976
2mer-0+631,-0.01502568,1,-0.00751284,-76.16477567,1.605256e-05,22.0840,20.9770,20.977
2mer-0+644,-0.05591628,1,-0.02795814,-76.19273381,1.602495e-05,23.6940,20.9900,20.990
2mer-0+795,-0.06808439,1,-0.03404219,-76.22677600,1.601140e-05,23.5570,20.9950,20.995
2mer-0+898,-0.03060489,1,-0.01530245,-76.24207845,1.598271e-05,22.5670,21.0080,21.008
2mer-0+717,-0.05049851,2,-0.05049851,-76.29257696,1.596102e-05,23.6310,21.0170,21.017
2mer-0+809,-0.09312716,1,-0.04656358,-76.33914054,1.594999e-05,21.9540,21.0220,21.022
2mer-0+796,0.03360509,2,0.03360509,-76.30553545,1.587482e-05,23.7190,21.0550,21.055
2mer-0+1168,-0.01970658,1,-0.00985329,-76.31538874,1.587135e-05,23.4600,21.0570,21.057
2mer-0+728,0.01530877,2,0.01530877,-76.30007997,1.585744e-05,22.5100,21.0630,21.063
2mer-0+824,0.00467725,2,0.00467725,-76.29540272,1.581875e-05,22.8360,21.0800,21.080
2mer-0+886,-0.12815936,2,-0.12815936,-76.42356208,1.578204e-05,23.7800,21.0970,21.097
2mer-0+766,-0.02343099,2,-0.02343099,-76.44699306,1.576669e-05,22.8620,21.1030,21.103
2mer-0+935,-0.01542306,2,-0.01542306,-76.46241612,1.574199e-05,23.3400,21.1150,21.115
2mer-0+1133,0.05561623,1,0.02780812,-76.43460800,1.572748e-05,23.5780,21.1210,21.121
2mer-0+756,0.01306329,2,0.01306329,-76.42154471,1.572394e-05,22.5760,21.1230,21.123
2mer-0+791,-0.00891681,2,-0.00891681,-76.43046153,1.570929e-05,22.7430,21.1290,21.129
2mer-0+783,0.02021253,2,0.02021253,-76.41024900,1.567585e-05,22.4750,21.1440,21.144
2mer-0+770,0.05909913,1,0.02954957,-76.38069944,1.560001e-05,24.2160,21.1780,21.178
2mer-0+835,-0.05797486,2,-0.05797486,-76.43867429,1.559850e-05,23.5380,21.1790,21.179
2mer-0+978,0.09259959,2,0.09259959,-76.34607470,1.554771e-05,24.2820,21.2020,21.202
2mer-0+921,0.09828772,2,0.09828772,-76.24778698,1.546529e-05,24.3140,21.2400,21.240
2mer-0+1025,-0.12232336,2,-0.12232336,-76.37011034,1.542844e-05,23.8490,21.2570,21.257
2mer-0+1058,-0.12173622,2,-0.12173622,-76.49184656,1.532783e-05,23.9160,21.3030,21.303
2mer-0+851,-0.03418125,1,-0.01709063,-76.50893718,1.530886e-05,22.9150,21.3120,21.312
2mer-0+1019,-0.11631424,2,-0.11631424,-76.62525142,1.522659e-05,24.0440,21.3500,21.350
2mer-0+781,0.06275056,2,0.06275056,-76.56250086,1.516323e-05,23.6390,21.3800,21.380
2mer-0+1001,-0.11251678,2,-0.11251678,-76.67501763,1.513950e-05,24.1750,21.3910,21.391
2mer-0+800,-0.07114928,1,-0.03557464,-76.71059227,1.511631e-05,24.0690,21.4020,21.402
2mer-0+1139,-0.00324508,1,-0.00162254,-76.71221481,1.511043e-05,23.2770,21.4050,21.405
2mer-0+817,-0.02979448,2,-0.02979448,-76.74200929,1.510166e-05,23.3060,21.4090,21.409
2mer-0+630,0.06057753,2,0.06057753,-76.68143176,1.509989e-05,23.7190,21.4100,21.410
2mer-0+909,-0.01222708,2,-0.01222708,-76.69365884,1.505519e-05,23.5840,21.4310,21.431
2mer-0+907,0.05862347,2,0.05862347,-76.63503538,1.504855e-05,23.1910,21.4340,21.434
2mer-0+959,0.00636781,2,0.00636781,-76.62866757,1.499717e-05,23.1740,21.4580,21.458
2mer-0+788,0.01591415,2,0.01591415,-76.61275342,1.497322e-05,22.9490,21.4700,21.470
2mer-0+797,-0.02187801,2,-0.02187801,-76.63463143,1.491162e-05,23.2420,21.4990,21.499
2mer-0+782,-0.05350731,1,-0.02675366,-76.66138509,1.490304e-05,22.2120,21.5040,21.504
2mer-0+924,0.01085022,2,0.01085022,-76.65053487,1.488148e-05,22.8090,21.5140,21.514
2mer-0+822,-0.09938403,1,-0.04969202,-76.70022689,1.486898e-05,21.7400,21.5200,21.520
2mer-0+1000,0.08266427,2,0.08266427,-76.61756262,1.485930e-05,22.6760,21.5250,21.525
2mer-0+838,0.00250173,1,0.00125086,-76.61631175,1.484045e-05,23.9440,21.5340,21.534
2mer-0+903,0.07617863,2,0.07617863,-76.54013312,1.481511e-05,23.5580,21.5460,21.546
2mer-0+878,0.01115349,2,0.01115349,-76.52897963,1.478396e-05,23.1260,21.5610,21.561
2mer-0+596,-0.07832136,1,-0.03916068,-76.56814031,1.476517e-05,22.9430,21.5700,21.570
2mer-0+930,0.00513927,1,0.00256964,-76.56557067,1.476399e-05,22.7970,21.5710,21.571
2mer-0+1068,0.00332678,2,0.00332678,-76.56224389,1.474236e-05,23.3430,21.5810,21.581
2mer-0+976,0.08584029,1,0.04292015,-76.51932374,1.470127e-05,24.8270,21.6010,21.601
2mer-0+779,0.01187321,2,0.01187321,-76.50745054,1.467734e-05,23.0140,21.6130,21.613
2mer-0+1114,0.09062648,1,0.04531324,-76.46213730,1.458899e-05,24.9550,21.6570,21.657
2mer-0+1118,0.07410270,2,0.07410270,-76.38803460,1.458440e-05,23.0490,21.6590,21.659
2mer-0+990,0.14754897,2,0.14754897,-76.24048563,1.456770e-05,23.7830,21.6670,21.667
2mer-0+817,-0.03025233,2,-0.03025233,-76.27073796,1.456298e-05,23.5380,21.6700,21.670
2mer-0+1149,0.04913844,1,0.02456922,-76.24616874,1.454329e-05,23.4170,21.6790,21.679
2mer-0+894,-0.06014318,1,-0.03007159,-76.27624033,1.448933e-05,24.1180,21.7060,21.706
2mer-0+825,-0.05123173,2,-0.05123173,-76.32747206,1.445206e-05,24.4850,21.7250,21.725
2mer-0+743,0.03006045,2,0.03006045,-76.29741161,1.444444e-05,23.6390,21.7290,21.729
2mer-0+892,-0.05629603,2,-0.05629603,-76.35370764,1.443026e-05,24.3580,21.7360,21.736
2mer-0+813,-0.01555591,2,-0.01555591,-76.36926356,1.441411e-05,23.4390,21.7440,21.744
2mer-0+880,0.00845807,2,0.00845807,-76.36080549,1.441383e-05,23.1920,21.7440,21.744
2mer-0+1059,0.13575375,1,0.06787688,-76.29292862,1.439563e-05,23.9680,21.7530,21.753
2mer-0+1003,-0.08409431,1,-0.04204715,-76.33497577,1.438937e-05,22.9920,21.7560,21.756
2mer-0+997,-0.10396440,2,-0.10396440,-76.43894017,1.436927e-05,24.4510,21.7670,21.767
2mer-0+895,-0.01319433,1,-0.00659717,-76.44553733,1.435769e-05,24.8920,21.7720,21.772
2mer-0+981,0.14395808,2,0.14395808,-76.30157925,1.435636e-05,23.8800,21.7730,21.773
2mer-0+867,0.00466842,2,0.00466842,-76.29691083,1.434356e-05,24.5900,21.7800,21.780
2mer-0+861,0.00586090,2,0.00586090,-76.29104994,1.432980e-05,23.2090,21.7870,21.787
2mer-0+856,-0.02285179,1,-0.01142590,-76.30247583,1.432537e-05,23.5720,21.7890,21.789
2mer-0+1079,-0.10618519,2,-0.10618519,-76.40866103,1.427579e-05,24.3220,21.8140,21.814
2mer-0+864,0.06862664,1,0.03431332,-76.37434771,1.424710e-05,23.5320,21.8290,21.829
2mer-0+786,-0.05177621,2,-0.05177621,-76.42612392,1.416366e-05,23.9730,21.8710,21.871
2mer-0+934,-0.00568824,1,-0.00284412,-76.42896804,1.416127e-05,24.9070,21.8730,21.873
2mer-0+1325,-0.06850014,1,-0.03425007,-76.46321811,1.415880e-05,24.4730,21.8740,21.874
2mer-0+897,0.07609025,2,0.07609025,-76.38712786,1.415026e-05,23.5840,21.8780,21.878
2mer-0+1063,0.00266527,1,0.00133264,-76.38579522,1.410463e-05,23.1510,21.9020,21.902
2mer-0+837,-0.00286563,2,-0.00286563,-76.38866085,1.410035e-05,23.6460,21.9040,21.904
2mer-0+1156,-0.10489983,2,-0.10489983,-76.49356068,1.401324e-05,24.5180,21.9490,21.949
2mer-0+827,0.08783270,2,0.08783270,-76.40572798,1.393414e-05,22.5890,21.9910,21.991
2mer-0+866,0.00255298,2,0.00255298,-76.40317499,1.392104e-05,24.1950,21.9980,21.998
2mer-0+980,0.02265265,2,0.02265265,-76.38052235,1.386254e-05,23.3870,22.0290,22.029
2mer-0+1008,0.06999978,2,0.06999978,-76.31052256,1.382274e-05,25.0250,22.0500,22.050
2mer-0+940,0.03322677,1,0.01661338,-76.29390918,1.379169e-05,25.0680,22.0660,22.066
2mer-0+956,-0.10327488,2,-0.10327488,-76.39718406,1.376884e-05,24.6310,22.0780,22.078
2mer-0+1099,0.03253915,1,0.01626957,-76.38091448,1.375953e-05,23.6900,22.0830,22.083
2mer-0+1106,0.07198879,2,0.07198879,-76.30892569,1.375851e-05,25.0550,22.0840,22.084
2mer-0+852,-0.00016536,2,-0.00016536,-76.30909106,1.374932e-05,24.3520,22.0890,22.089
2mer-0+875,-0.00348455,2,-0.00348455,-76.31257561,1.368934e-05,24.4020,22.1210,22.121
2mer-0+1346,0.04523859,2,0.04523859,-76.26733702,1.366402e-05,24.8100,22.1350,22.135
2mer-0+775,0.06335228,2,0.06335228,-76.20398473,1.363565e-05,23.2540,22.1500,22.150
2mer-0+1075,0.13127386,2,0.13127386,-76.07271087,1.362616e-05,24.2290,22.1550,22.155
2mer-0+989,0.08138451,2,0.08138451,-75.99132637,1.362455e-05,25.1190,22.1560,22.156
2mer-0+1009,0.12819587,1,0.06409793,-75.92722843,1.362169e-05,24.2960,22.1580,22.158
2mer-0+1309,-0.05022333,1,-0.02511167,-75.95234010,1.361348e-05,24.2700,22.1620,22.162
2mer-0+1022,-0.09764244,2,-0.09764244,-76.04998254,1.358225e-05,24.6620,22.1790,22.179
2mer-0+833,0.04501136,2,0.04501136,-76.00497118,1.356312e-05,24.6630,22.1900,22.190
2mer-0+810,0.04934515,2,0.04934515,-75.95562603,1.351338e-05,24.0320,22.2170,22.217
2mer-0+1086,-0.08226140,1,-0.04113070,-75.99675673,1.349797e-05,22.6500,22.2250,22.225
2mer-0+1296,0.06532251,1,0.03266126,-75.96409547,1.343422e-05,25.0860,22.2600,22.260
2mer-0+939,-0.02148107,1,-0.01074053,-75.97483601,1.342914e-05,25.3930,22.2630,22.263
2mer-0+1279,-0.00194995,2,-0.00194995,-75.97678595,1.340578e-05,24.4040,22.2760,22.276
2mer-0+1134,0.06840047,2,0.06840047,-75.90838548,1.337477e-05,23.7510,22.2930,22.293
2mer-0+926,-0.04465969,2,-0.04465969,-75.95304517,1.335501e-05,25.1330,22.3040,22.304
2mer-0+883,-0.01470077,2,-0.01470077,-75.96774594,1.332449e-05,24.3060,22.3210,22.321
2mer-0+983,-0.05824682,2,-0.05824682,-76.02599275,1.329781e-05,24.7610,22.3360,22.336
2mer-0+858,-0.08118489,2,-0.08118489,-76.10717764,1.328013e-05,23.3300,22.3460,22.346
2mer-0+842,-0.05517843,2,-0.05517843,-76.16235608,1.327399e-05,24.3300,22.3490,22.349
2mer-0+1301,-0.06288298,1,-0.03144149,-76.19379757,1.319068e-05,24.1450,22.3960,22.396
2mer-0+831,0.06333393,2,0.06333393,-76.13046363,1.318489e-05,23.9110,22.4000,22.400
2mer-0+1310,-0.06186495,1,-0.03093248,-76.16139611,1.317341e-05,24.6930,22.4060,22.406
2mer-0+877,-0.06825681,1,-0.03412840,-76.19552451,1.314043e-05,24.3270,22.4250,22.425
2mer-0+938,0.03910609,2,0.03910609,-76.15641843,1.312732e-05,25.0820,22.4320,22.432
2mer-0+1057,0.12228231,2,0.12228231,-76.03413611,1.307154e-05,24.5110,22.4640,22.464
2mer-0+967,-0.04101861,1,-0.02050931,-76.05464542,1.306382e-05,23.2870,22.4690,22.469
2mer-0+1355,-0.06301093,1,-0.03150546,-76.08615088,1.303982e-05,24.9590,22.4820,22.482
2mer-0+911,-0.06522368,1,-0.03261184,-76.11876272,1.303332e-05,25.1100,22.4860,22.486
2mer-0+947,0.00757198,2,0.00757198,-76.11119074,1.302447e-05,24.5720,22.4910,22.491
2mer-0+975,-0.02571526,2,-0.02571526,-76.13690600,1.300356e-05,24.7260,22.5030,22.503
2mer-0+941,-0.05245856,2,-0.05245856,-76.18936456,1.291955e-05,24.8160,22.5520,22.552
2mer-0+1035,-0.00098717,1,-0.00049359,-76.18985815,1.291303e-05,25.4390,22.5560,22.556
2mer-0+957,-0.05606718,2,-0.05606718,-76.24592532,1.290147e-05,24.6910,22.5630,22.563
2mer-0+899,0.07773066,2,0.07773066,-76.16819467,1.288718e-05,23.4390,22.5710,22.571
2mer-0+1290,-0.00569786,1,-0.00284893,-76.17104360,1.284665e-05,24.8510,22.5950,22.595
2mer-0+1002,0.04957320,2,0.04957320,-76.12147040,1.283974e-05,23.5160,22.5990,22.599
2mer-0+971,-0.02737659,2,-0.02737659,-76.14884699,1.283190e-05,24.2380,22.6030,22.603
2mer-0+857,-0.06001703,1,-0.03000852,-76.17885550,1.282596e-05,23.2870,22.6070,22.607
2mer-0+873,0.06438661,2,0.06438661,-76.11446890,1.280953e-05,24.7460,22.6160,22.616
2mer-0+891,0.00521393,2,0.00521393,-76.10925497,1.277259e-05,24.0550,22.6380,22.638
2mer-0+949,-0.06545195,2,-0.06545195,-76.17470692,1.276926e-05,24.9100,22.6400,22.640
2mer-0+917,0.06455329,2,0.06455329,-76.11015363,1.268481e-05,25.2960,22.6900,22.690
2mer-0+1020,0.08240481,2,0.08240481,-76.02774882,1.266362e-05,23.5490,22.7030,22.703
2mer-0+966,-0.06862826,2,-0.06862826,-76.09637708,1.264424e-05,23.6770,22.7150,22.715
2mer-0+1240,0.00451358,1,0.00225679,-76.09412029,1.263451e-05,24.0620,22.7200,22.720
2mer-0+1264,-0.01609358,1,-0.00804679,-76.10216708,1.263192e-05,24.7710,22.7220,22.722
2mer-0+919,0.00009058,2,0.00009058,-76.10207650,1.257211e-05,25.0320,22.7580,22.758
2mer-0+910,0.04809096,2,0.04809096,-76.05398554,1.256000e-05,25.0820,22.7650,22.765
2mer-0+1048,0.06404457,2,0.06404457,-75.98994097,1.255605e-05,25.6600,22.7680,22.768
2mer-0+893,-0.06900189,1,-0.03450095,-76.02444192,1.252229e-05,24.8170,22.7880,22.788
2mer-0+1275,-0.06876909,1,-0.03438455,-76.05882647,1.252130e-05,23.9670,22.7890,22.789
2mer-0+946,-0.02924172,2,-0.02924172,-76.08806818,1.250519e-05,24.7260,22.7980,22.798
2mer-0+1257,0.09949946,1,0.04974973,-76.03831845,1.246492e-05,26.4610,22.8230,22.823
2mer-0+872,-0.00351753,2,-0.00351753,-76.04183598,1.245572e-05,24.7530,22.8290,22.829
2mer-0+1177,0.07213989,1,0.03606995,-76.00576604,1.244006e-05,26.0440,22.8380,22.838
2mer-0+998,0.03197410,1,0.01598705,-75.98977898,1.243637e-05,24.3190,22.8400,22.840
2mer-0+1107,-0.01269455,2,-0.01269455,-76.00247353,1.241992e-05,24.8910,22.8500,22.850
2mer-0+1113,-0.04371294,1,-0.02185647,-76.02433000,1.237994e-05,23.7300,22.8750,22.875
2mer-0+1206,-0.09021890,2,-0.09021890,-76.11454890,1.234181e-05,25.6310,22.8990,22.899
2mer-0+1112,-0.09155143,2,-0.09155143,-76.20610033,1.233537e-05,25.5870,22.9030,22.903
2mer-0+1332,-0.05591044,1,-0.02795522,-76.23405555,1.233293e-05,24.9510,22.9040,22.904
2mer-0+1124,-0.05277929,1,-0.02638965,-76.26044520,1.231708e-05,24.2020,22.9140,22.914
2mer-0+1042,0.02256198,2,0.02256198,-76.23788322,1.231340e-05,24.1750,22.9160,22.916
2mer-0+1231,0.08723023,1,0.04361511,-76.19426811,1.230160e-05,26.4160,22.9230,22.923
2mer-0+1194,-0.08044794,2,-0.08044794,-76.27471604,1.228937e-05,25.3050,22.9310,22.931
2mer-0+1243,-0.07923813,2,-0.07923813,-76.35395418,1.226427e-05,25.4960,22.9470,22.947
2mer-0+1101,-0.07674695,2,-0.07674695,-76.43070112,1.223456e-05,24.1950,22.9650,22.965
2mer-0+1078,-0.05043861,1,-0.02521931,-76.45592043,1.223135e-05,25.1880,22.9670,22.967
2mer-0+1037,0.09112985,1,0.04556492,-76.41035551,1.221470e-05,24.9170,22.9780,22.978
2mer-0+1172,-0.02330131,2,-0.02330131,-76.43365682,1.220874e-05,25.0140,22.9810,22.981
2mer-0+908,-0.04257024,1,-0.02128512,-76.45494194,1.218462e-05,24.3720,22.9970,22.997
2mer-0+1030,-0.00289526,2,-0.00289526,-76.45783719,1.217507e-05,24.3640,23.0030,23.003
2mer-0+1013,-0.07818768,2,-0.07818768,-76.53602487,1.217212e-05,24.1330,23.0040,23.004
2mer-0+1052,-0.07988323,2,-0.07988323,-76.61590810,1.215179e-05,25.5290,23.0170,23.017
2mer-0+1386,0.00200392,1,0.00100196,-76.61490614,1.211983e-05,25.4470,23.0380,23.038
2mer-0+1508,-0.03181751,1,-0.01590875,-76.63081490,1.210672e-05,25.7750,23.0460,23.046
2mer-0+1123,-0.03935850,1,-0.01967925,-76.65049414,1.209431e-05,24.3400,23.0540,23.054
2mer-0+1244,-0.05810887,1,-0.02905443,-76.67954858,1.208897e-05,23.9430,23.0570,23.057
2mer-0+1444,-0.05778352,1,-0.02889176,-76.70844034,1.208742e-05,25.2110,23.0580,23.058
2mer-0+1071,0.00129475,2,0.00129475,-76.70714559,1.208722e-05,24.2710,23.0580,23.058
2mer-0+1154,0.07017345,2,0.07017345,-76.63697213,1.204375e-05,24.3920,23.0860,23.086
2mer-0+1091,-0.07426164,1,-0.03713082,-76.67410295,1.202730e-05,23.8720,23.0960,23.096
2mer-0+984,-0.04654764,2,-0.04654764,-76.72065060,1.200525e-05,25.4560,23.1110,23.111
2mer-0+1135,0.01610281,2,0.01610281,-76.70454778,1.200422e-05,24.5050,23.1110,23.111
2mer-0+1502,-0.05928490,1,-0.02964245,-76.73419023,1.197947e-05,25.7310,23.1270,23.127
2mer-0+1192,-0.07392200,2,-0.07392200,-76.80811223,1.196435e-05,25.7020,23.1370,23.137
2mer-0+1060,-0.05634044,2,-0.05634044,-76.86445267,1.195734e-05,25.0880,23.1410,23.141
2mer-0+1326,-0.07940396,2,-0.07940396,-76.94385663,1.195113e-05,25.6180,23.1450,23.145
2mer-0+916,-0.05169866,2,-0.05169866,-76.99555528,1.193739e-05,24.6630,23.1540,23.154
2mer-0+1429,0.03875601,1,0.01937800,-76.97617728,1.192384e-05,25.5860,23.1630,23.163
2mer-0+988,0.08028465,2,0.08028465,-76.89589263,1.190125e-05,23.3060,23.1780,23.178
2mer-0+1205,0.10247726,2,0.10247726,-76.79341537,1.186762e-05,25.1870,23.2000,23.200
2mer-0+1353,0.00243483,2,0.00243483,-76.79098054,1.186020e-05,25.2270,23.2040,23.204
2mer-0+1038,0.00813128,2,0.00813128,-76.78284926,1.183249e-05,24.9100,23.2230,23.223
2mer-0+1164,-0.01428050,1,-0.00714025,-76.78998951,1.177612e-05,24.3070,23.2590,23.259
2mer-0+1152,-0.06706780,2,-0.06706780,-76.85705732,1.175443e-05,24.5300,23.2740,23.274
2mer-0+1328,0.07306373,1,0.03653186,-76.82052545,1.175353e-05,26.5340,23.2740,23.274
2mer-0+1160,-0.02078664,2,-0.02078664,-76.84131210,1.175299e-05,25.1950,23.2750,23.275
2mer-0+1345,0.10027428,1,0.05013714,-76.79117495,1.173504e-05,26.9920,23.2870,23.287
2mer-0+952,-0.06247141,2,-0.06247141,-76.85364637,1.172871e-05,24.5770,23.2910,23.291
2mer-0+1049,-0.02782202,1,-0.01391101,-76.86755738,1.170376e-05,26.3810,23.3070,23.307
2mer-0+1011,0.01174587,2,0.01174587,-76.85581151,1.168327e-05,24.7190,23.3210,23.321
2mer-0+1222,0.00864688,1,0.00432344,-76.85148807,1.167952e-05,25.5180,23.3230,23.323
2mer-0+985,-0.07814791,1,-0.03907395,-76.89056203,1.166481e-05,23.6390,23.3330,23.333
2mer-0+1362,0.00162266,1,0.00081133,-76.88975070,1.166352e-05,25.2730,23.3340,23.334
2mer-0+1354,0.00547838,2,0.00547838,-76.88427232,1.163251e-05,25.3150,23.3550,23.355
2mer-0+1165,-0.07677806,1,-0.03838903,-76.92266135,1.163193e-05,23.4410,23.3550,23.355
2mer-0+1379,0.08173967,1,0.04086984,-76.88179152,1.160565e-05,26.7510,23.3730,23.373
2mer-0+1388,0.01589472,1,0.00794736,-76.87384416,1.157366e-05,24.9220,23.3940,23.394
2mer-0+1313,-0.02597031,1,-0.01298516,-76.88682931,1.155026e-05,25.2110,23.4100,23.410
2mer-0+1143,0.01543041,2,0.01543041,-76.87139890,1.152984e-05,25.0400,23.4240,23.424
2mer-0+1121,0.06605114,2,0.06605114,-76.80534777,1.152984e-05,24.8910,23.4240,23.424
2mer-0+1090,0.01294783,2,0.01294783,-76.79239993,1.152389e-05,25.4590,23.4280,23.428
2mer-0+1043,-0.03797121,2,-0.03797121,-76.83037114,1.152098e-05,26.2650,23.4300,23.430
2mer-0+1105,0.01095697,1,0.00547848,-76.82489266,1.144792e-05,26.3890,23.4800,23.480
2mer-0+1162,-0.05634846,2,-0.05634846,-76.88124112,1.144658e-05,25.6690,23.4810,23.481
2mer-0+1261,0.10390624,1,0.05195312,-76.82928800,1.143262e-05,25.6440,23.4900,23.490
2mer-0+1250,0.04882550,2,0.04882550,-76.78046251,1.143050e-05,26.3040,23.4920,23.492
2mer-0+1433,0.00213664,2,0.00213664,-76.77832587,1.143029e-05,25.6510,23.4920,23.492
2mer-0+1475,0.05218557,2,0.05218557,-76.72614030,1.137660e-05,25.4200,23.5290,23.529
2mer-0+1005,-0.06930480,1,-0.03465240,-76.76079270,1.135517e-05,24.6520,23.5430,23.543
2mer-0+1490,-0.05483364,1,-0.02741682,-76.78820952,1.134324e-05,25.9850,23.5520,23.552
2mer-0+1195,0.04418836,2,0.04418836,-76.74402116,1.132068e-05,25.0430,23.5670,23.567
2mer-0+1089,0.01779315,2,0.01779315,-76.72622802,1.130847e-05,24.8110,23.5760,23.576
2mer-0+1138,-0.07378901,2,-0.07378901,-76.80001703,1.130817e-05,25.9590,23.5760,23.576
2mer-0+1284,0.06669844,1,0.03334922,-76.76666781,1.130090e-05,26.8590,23.5810,23.581
2mer-0+1145,0.05937437,2,0.05937437,-76.70729343,1.128336e-05,26.3950,23.5930,23.593
2mer-0+1069,0.05147900,1,0.02573950,-76.68155393,1.128265e-05,25.2680,23.5940,23.594
2mer-0+1033,-0.04919061,1,-0.02459530,-76.70614924,1.127565e-05,26.1020,23.5990,23.599
2mer-0+1147,-0.06652927,2,-0.06652927,-76.77267851,1.124627e-05,24.4680,23.6190,23.619
2mer-0+1538,-0.05061838,1,-0.02530919,-76.79798770,1.123905e-05,26.2370,23.6240,23.624
2mer-0+1452,0.00792541,2,0.00792541,-76.79006229,1.122890e-05,25.5070,23.6310,23.631
2mer-0+1468,0.05946460,1,0.02973230,-76.76032999,1.122261e-05,26.6340,23.6360,23.636
2mer-0+1269,-0.05143907,1,-0.02571954,-76.78604953,1.118802e-05,24.5060,23.6600,23.660
2mer-0+1017,-0.05534895,2,-0.05534895,-76.84139848,1.115439e-05,24.9070,23.6840,23.684
2mer-0+1193,0.09182432,2,0.09182432,-76.74957416,1.114620e-05,25.6390,23.6900,23.690
2mer-0+1358,0.00567500,1,0.00283750,-76.74673666,1.112947e-05,25.8060,23.7020,23.702
2mer-0+1026,-0.03956157,2,-0.03956157,-76.78629823,1.112329e-05,26.1780,23.7060,23.706
2mer-0+1076,-0.05939904,1,-0.02969952,-76.81599775,1.111286e-05,25.5380,23.7130,23.713
2mer-0+1181,0.08994844,2,0.08994844,-76.72604931,1.110130e-05,25.6690,23.7220,23.722
2mer-0+1141,-0.07009797,2,-0.07009797,-76.79614728,1.109763e-05,26.1960,23.7240,23.724
2mer-0+1349,0.05655641,1,0.02827821,-76.76786907,1.109025e-05,26.8040,23.7290,23.729
